Procurement_ID,Order_Date,Department_ID,Category_ID,Supplier_ID,Procurement_Method,Quantity,Estimated_Unit_Price_AZN,Actual_Unit_Price_AZN,Contract_Date,Expected_Delivery_Date,Actual_Delivery_Date,Status,Region,Quality_Score
PR-2024-07706,2024-04-15,DEP-007,CAT-023,SUP-055,Direct Purchase,217,31.9,35.33,2024-05-13,2024-06-07,,Cancelled,Baku,
PR-2026-07707,2026-08-21,DEP-001,CAT-001,SUP-101,Direct Purchase,59,2219.23,2134.6,2026-08-29,2026-09-29,2026-09-23,Completed,Baku,4.4
PR-2025-07708,2025-04-10,DEP-005,CAT-023,SUP-004,Request for Quotation,235,51.62,45.68,2025-05-06,2025-06-17,2025-06-23,Completed,Baku,3.9
PR-2025-07709,2025-01-05,DEP-012,CAT-007,SUP-009,Direct Purchase,672,3.17,3.1,2025-01-21,2025-03-13,2025-03-05,Completed,Baku,3.6
PR-2025-07710,2025-08-11,DEP-006,CAT-015,SUP-074,Direct Purchase,1,1167.95,1364.06,2025-09-07,2025-10-28,2025-11-07,Completed,Baku,3.2
PR-2025-07711,2025-05-21,DEP-003,CAT-010,SUP-013,Open Tender,118,438.68,403.06,2025-06-12,2025-07-10,2025-07-12,Completed,Baku,4.3
PR-2024-07712,2024-07-27,DEP-010,CAT-024,SUP-073,Open Tender,284,37.76,32.34,2024-08-22,2024-09-02,2024-08-29,Completed,Baku,4.6
PR-2025-07713,2025-04-18,DEP-008,CAT-008,SUP-021,Open Tender,378,114.88,107.09,2025-04-27,2025-05-09,2025-05-12,Completed,Ganja,4.6
PR-2025-07714,2025-09-01,DEP-010,CAT-018,SUP-078,Open Tender,9,4153.9,3739.29,2025-09-22,2025-11-04,2025-11-07,Completed,Baku,4.5
PR-2024-07715,2024-02-20,DEP-004,CAT-019,SUP-044,Request for Quotation,218,3938.23,3816.43,2024-02-26,2024-04-16,2024-04-16,Completed,Baku,4.3
PR-2024-07716,2024-08-28,DEP-002,CAT-008,SUP-009,Request for Quotation,136,139.11,137.74,2024-09-22,2024-10-22,2024-10-24,Completed,Baku,4.3
PR-2024-07717,2024-02-13,DEP-001,CAT-001,SUP-007,Open Tender,45,2007.49,1738.87,2024-02-25,2024-03-29,2024-04-01,Completed,Baku,5.0
PR-2026-07718,2026-07-22,DEP-004,CAT-020,SUP-005,Direct Purchase,82,1.48,1.71,2026-08-15,2026-09-07,2026-09-06,Completed,Absheron,5.0
PR-2025-07719,2025-10-19,DEP-001,CAT-004,SUP-062,Framework Agreement,52,658.73,603.28,2025-11-01,2025-12-20,2025-12-24,Completed,Baku,4.0
PR-2024-07720,2024-07-20,DEP-010,CAT-024,SUP-002,Framework Agreement,386,29.65,27.67,2024-08-11,2024-09-21,2024-09-26,Completed,Baku,3.5
PR-2025-07721,2025-12-04,DEP-005,CAT-013,SUP-099,Open Tender,9,11443.69,9797.58,2025-12-27,2026-01-20,2026-01-09,Completed,Baku,4.7
PR-2024-07722,2024-08-07,DEP-002,CAT-015,SUP-114,Open Tender,2,24820.5,22793.09,2024-08-25,2024-10-16,2024-10-13,Completed,Baku,4.9
PR-2025-07723,2025-09-29,DEP-001,CAT-003,SUP-007,Open Tender,21,673.48,624.69,2025-10-07,2025-11-26,2025-12-03,Completed,Baku,5.0
PR-2025-07724,2025-05-02,DEP-008,CAT-007,SUP-009,Request for Quotation,445,14.99,13.75,2025-05-16,2025-05-25,2025-05-30,Completed,Ganja,4.2
PR-2024-07725,2024-11-02,DEP-010,CAT-024,SUP-093,Request for Quotation,245,9.8,9.38,2024-11-27,2024-12-04,2024-12-06,Completed,Baku,4.6
PR-2025-07726,2025-12-28,DEP-009,CAT-017,SUP-027,Open Tender,71,1170.12,922.82,2026-01-09,2026-01-16,2026-01-25,Completed,Baku,3.8
PR-2024-07727,2024-07-24,DEP-003,CAT-016,SUP-114,Framework Agreement,4,23370.36,22045.92,2024-08-05,2024-09-13,2024-09-23,Completed,Mingachevir,5.0
PR-2024-07728,2024-08-24,DEP-008,CAT-013,SUP-096,Request for Quotation,6,1581.27,1494.34,2024-09-08,2024-11-02,2024-10-31,Completed,Ganja,5.0
PR-2026-07729,2026-04-17,DEP-008,CAT-001,SUP-025,Direct Purchase,55,1546.27,1581.25,2026-05-12,2026-06-08,,In Progress,Ganja,
PR-2025-07730,2025-11-03,DEP-010,CAT-024,SUP-002,Request for Quotation,53,7.11,6.38,2025-11-28,2025-12-23,2025-12-24,Completed, BAKU ,3.8
PR-2025-07731,2025-01-03,DEP-008,CAT-011,SUP-029,Direct Purchase,12,4589.9,4668.21,2025-01-25,2025-02-14,2025-02-22,Completed,Ganja,3.6
PR-2024-07732,2024-11-13,DEP-005,CAT-012,SUP-039,Open Tender,12,3134.48,2930.88,2024-12-03,2025-01-14,2025-01-17,Completed,Baku,4.9
PR-2024-07733,2024-08-20,DEP-002,CAT-015,,Request for Quotation,2,2148.63,2080.72,2024-09-07,2024-10-28,,Cancelled,Ganja,
PR-2025-07734,2025-11-13,DEP-003,CAT-016,SUP-114,Direct Purchase,4,8093.73,8392.22,2025-12-09,2025-12-21,2025-12-22,Completed,Absheron,4.9
PR-2026-07735,2026-02-02,DEP-005,CAT-013,SUP-010,Direct Purchase,4,2004.89,1932.71,2026-02-04,2026-02-12,2026-02-20,Completed,Baku,3.6
PR-2024-07736,2024-08-19,DEP-008,CAT-011,SUP-119,Direct Purchase,10,2922.09,2950.98,2024-08-26,2024-10-07,2024-09-26,Completed,Ganja,4.7
PR-2026-07737,2026-07-02,DEP-003,CAT-017,SUP-037,Open Tender,57,414.36,361.96,2026-07-25,2026-09-14,2026-09-19,Completed,Sumgayit,3.3
PR-2025-07738,2025-08-19,DEP-004,CAT-005,SUP-025,Open Tender,45,1161.31,1027.78,2025-09-16,2025-10-07,2025-10-06,Completed,Baku,4.7
PR-2025-07739,2025-04-07,DEP-012,CAT-017,SUP-108,Direct Purchase,36,241.07,233.76,2025-04-28,2025-05-28,2025-06-09,Completed,Baku,4.0
PR-2025-07740,2025-06-03,DEP-007,CAT-022,SUP-092,Direct Purchase,17,8785.33,10311.74,2025-06-24,2025-07-12,2025-07-07,Completed,Lankaran,4.0
PR-2024-07741,2024-09-30,DEP-005,CAT-014,SUP-116,Open Tender,3,1162.05,983.41,2024-10-17,2024-12-16,2024-12-10,Completed,Baku,5.0
PR-2025-07742,2025-11-09,DEP-008,CAT-011,SUP-031,Open Tender,4,1159.26,1075.21,2025-11-15,2025-12-05,2025-12-07,Completed,Ganja,3.9
PR-2025-07743,2025-09-17,DEP-008,CAT-011,SUP-024,Open Tender,9,3243.63,2888.33,2025-09-21,2025-11-07,2025-11-11,Completed,Mingachevir,4.0
PR-2024-07744,2024-10-15,DEP-002,CAT-007,SUP-064,Direct Purchase,437,2.2,2.2,2024-10-19,2024-12-05,2024-12-14,Completed,Lankaran,4.4
PR-2024-07745,2024-12-24,DEP-005,CAT-009,SUP-046,Request for Quotation,45,229.42,202.51,2024-12-28,2025-02-01,2025-01-26,Completed,Lankaran,4.5
PR-2025-07746,2025-05-26,DEP-004,CAT-020,SUP-067,Request for Quotation,657,1.26,1.19,2025-06-11,2025-07-11,2025-07-19,Completed,Baku,3.6
PR-2025-07747,2025-11-06,DEP-004,CAT-019,SUP-106,Direct Purchase,181,1725.71,1646.88,2025-12-04,2026-01-12,2026-01-14,Completed,Baku,3.7
PR-2024-07748,2024-11-04,DEP-001,CAT-002,SUP-101,Direct Purchase,77,1291.6,1238.41,2024-11-23,2025-01-07,2025-01-02,Completed,Baku,4.1
PR-2025-07749,2025-10-14,DEP-012,CAT-017,SUP-027,Framework Agreement,120,193.57,192.37,2025-10-29,2025-11-19,,In Progress,Sumgayit,
PR-2025-07750,2025-05-05,DEP-011,CAT-007,SUP-068,Open Tender,944,2.44,2.11,2025-05-30,2025-06-13,,In Progress,Mingachevir,
PR-2024-07751,2024-01-24,DEP-004,CAT-004,SUP-025,Direct Purchase,65,1122.72,1155.18,2024-02-09,2024-02-18,2024-02-18,Completed,Baku,5.0
PR-2025-07752,2025-12-07,DEP-001,CAT-004,SUP-048,Request for Quotation,34,306.82,288.36,2025-12-12,2025-12-19,,In Progress,Baku,
PR-2025-07753,2025-08-28,DEP-010,CAT-001,SUP-062,Open Tender,43,1323.01,1557.87,2025-09-05,2025-10-19,,Cancelled,Baku,
PR-2024-07754,2024-02-10,DEP-002,CAT-007,SUP-020,Direct Purchase,115,2.34,2.69,2024-03-06,2024-03-18,2024-03-29,Completed,Lankaran,4.0
PR-2024-07755,2024-06-20,DEP-009,CAT-023,SUP-059,Direct Purchase,355,26.1,26.82,2024-07-17,2024-08-17,2024-08-21,Completed,Baku,4.8
PR-2024-07756,2024-07-31,DEP-012,CAT-024,SUP-073,Request for Quotation,86,129.96,126.63,2024-08-04,2024-09-28,2024-09-28,Completed,Baku,5.0
PR-2025-07757,2025-09-30,DEP-009,CAT-007,SUP-064,Open Tender,266,15.28,12.97,2025-10-22,2025-11-01,2025-11-09,Completed,Baku,4.9
PR-2024-07758,2024-05-01,DEP-001,CAT-004,SUP-101,Request for Quotation,75,1951.3,2159.8,2024-05-11,2024-06-30,2024-06-25,Completed,Baku,3.7
PR-2025-07759,2025-11-02,DEP-008,CAT-007,SUP-064,Framework Agreement,455,7.61,7.18,2025-11-29,2025-12-27,2026-01-02,Completed,Ganja,4.4
PR-2024-07760,2024-05-30,DEP-009,CAT-022,SUP-056,Open Tender,40,427.93,378.51,2024-06-03,2024-08-02,2024-07-31,Completed,Baku,5.0
PR-2025-07761,2025-08-03,DEP-010,CAT-006,SUP-107,Direct Purchase,7,836.78,872.64,2025-08-17,2025-10-13,2025-10-14,Completed,Baku,5.0
PR-2024-07762,2024-03-24,DEP-007,CAT-022,SUP-092,Open Tender,5,1533.78,1376.07,2024-04-15,2024-06-05,2024-06-05,Completed,Baku,3.6
PR-2024-07763,2024-02-01,DEP-004,CAT-019,SUP-106,Request for Quotation,282,529.76,484.36,2024-02-26,2024-04-19,2024-05-03,Completed,Ganja,3.8
PR-2026-07764,2026-01-20,DEP-011,CAT-008,SUP-084,Open Tender,23,343.72,293.21,2026-02-11,2026-02-23,2026-02-19,Completed,Baku,5.0
PR-2025-07765,2025-10-04,DEP-008,CAT-019,SUP-005,Framework Agreement,534,4246.84,3730.51,2025-10-10,2025-10-18,2025-10-21,Completed,Ganja,4.5
PR-2025-07766,2025-02-05,DEP-008,CAT-011,SUP-113,Open Tender,9,2115.99,1821.44,2025-02-09,2025-03-25,2025-03-31,Completed,Ganja,4.0
PR-2025-07767,2025-12-28,DEP-010,CAT-005,SUP-062,Request for Quotation,28,468.95,510.51,2026-01-25,2026-03-06,2026-03-07,Completed,Baku,
PR-2024-07768,2024-03-03,DEP-009,CAT-008,SUP-009,Request for Quotation,559,85.44,81.89,2024-03-16,2024-04-12,2024-04-06,Completed,Absheron,4.2
PR-2025-07769,2025-11-14,DEP-002,CAT-007,SUP-064,Open Tender,30,24.24,22.73,2025-11-30,2025-12-09,2025-12-17,Completed,Ganja,3.9
PR-2024-07770,2024-03-13,DEP-007,CAT-023,SUP-072,Direct Purchase,296,41.88,40.21,2024-03-24,2024-04-09,2024-05-01,Completed,Shirvan,3.6
PR-2026-07771,2026-03-05,DEP-002,CAT-007,SUP-068,Open Tender,585,28.26,26.09,2026-03-23,2026-04-16,2026-04-10,Completed,Baku,4.6
PR-2026-07772,2026-07-13,DEP-002,CAT-018,SUP-069,Direct Purchase,11,1086.9,1069.1,2026-07-19,2026-09-04,2026-09-01,Completed,Baku,4.6
PR-2025-07773,2025-08-02,DEP-008,CAT-011,SUP-011,Request for Quotation,9,9581.43,8677.79,2025-08-10,2025-10-03,,In Progress,Ganja,
PR-2024-07774,2024-03-10,DEP-008,CAT-020,SUP-016,Request for Quotation,635,1.31,1.25,2024-03-24,2024-04-11,2024-04-26,Completed,Ganja,2.6
PR-2024-07775,2024-02-29,DEP-008,CAT-003,SUP-001,Request for Quotation,41,739.53,693.12,2024-03-08,2024-04-17,2024-04-14,Completed,Ganja,4.0
PR-2025-07776,2025-09-14,DEP-004,CAT-020,SUP-118,Open Tender,711,1.85,2.0,2025-09-20,2025-10-31,,In Progress,Baku,
PR-2025-07777,2025-12-30,DEP-008,CAT-024,SUP-035,Open Tender,374,20.45,19.05,2026-01-21,2026-02-06,,In Progress,Ganja,
PR-2026-07778,2026-04-10,DEP-004,CAT-012,SUP-066,Direct Purchase,4,10615.29,10666.81,2026-04-16,2026-05-23,2026-06-01,Completed,Baku,3.3
PR-2024-07779,2024-03-14,DEP-004,CAT-005,SUP-048,Direct Purchase,13,189.21,194.61,2024-03-19,2024-04-21,,In Progress,Baku,
PR-2026-07780,2026-04-01,DEP-008,CAT-011,SUP-023,Request for Quotation,9,1483.32,1458.16,2026-04-25,2026-06-09,2026-06-16,Completed,Ganja,3.8
PR-2025-07781,2025-10-10,DEP-001,CAT-009,SUP-065,Open Tender,89,1063.12,965.7,2025-10-18,2025-12-11,2025-12-15,Completed,Baku,3.8
PR-2026-07782,2026-02-24,DEP-009,CAT-008,SUP-084,Request for Quotation,437,275.19,247.2,2026-03-01,2026-04-23,2026-04-25,Completed,Baku,4.7
PR-2025-07783,2025-06-10,DEP-012,CAT-023,SUP-003,Open Tender,297,98.67,85.89,2025-07-07,2025-09-04,2025-09-08,Completed,Baku,4.1
PR-2026-07784,2026-01-12,DEP-010,CAT-008,SUP-064,Direct Purchase,826,174.2,196.47,2026-01-28,2026-02-12,2026-02-19,Completed,Baku,4.3
PR-2025-07785,2025-12-28,DEP-004,CAT-001,SUP-041,Request for Quotation,44,2313.63,2157.16,2026-01-16,2026-01-30,2026-01-18,Completed,Shaki,4.2
PR-2025-07786,2025-08-16,DEP-003,CAT-017,SUP-027,Framework Agreement,14,373.82,325.17,2025-09-12,2025-09-24,2025-09-29,Completed,Baku,3.7
PR-2026-07787,2026-08-26,DEP-004,CAT-005,SUP-062,Open Tender,2,609.52,556.64,2026-09-15,2026-09-23,2026-09-16,Completed,Baku,4.9
PR-2024-07788,2024-11-19,DEP-003,CAT-016,SUP-006,Open Tender,1,10533.31,11242.2,2024-11-29,2024-12-21,,In Progress,Baku,
PR-2025-07789,2025-07-09,DEP-004,CAT-011,SUP-031,Direct Purchase,6,8629.87,8933.78,2025-07-12,2025-07-31,,In Progress,Baku,
PR-2026-07790,2026-02-05,DEP-002,CAT-007,SUP-082,Framework Agreement,51,12.16,10.69,2026-03-01,2026-03-22,2026-03-20,Completed,Baku,3.9
PR-2025-07791,2025-05-01,DEP-001,CAT-004,SUP-101,Direct Purchase,14,6472.36,6206.45,2025-05-03,2025-06-21,2025-06-09,Completed,Baku,4.2
PR-2024-07792,2024-03-19,DEP-005,CAT-012,SUP-029,Request for Quotation,5,1785.74,1571.72,2024-04-04,2024-05-26,2024-05-31,Completed,Lankaran,2.9
PR-2025-07793,2025-12-07,DEP-004,CAT-020,SUP-106,Direct Purchase,451,1.4,1.28,2025-12-19,2025-12-31,2025-12-30,Completed,Ganja,3.9
PR-2024-07794,2024-02-26,DEP-004,CAT-012,SUP-113,Request for Quotation,1,24287.03,24937.15,2024-03-18,2024-03-26,2024-04-03,Completed,Baku,3.0
PR-2024-07795,2024-10-21,DEP-010,CAT-004,SUP-040,Request for Quotation,13,363.55,329.45,2024-11-15,2024-12-20,2024-12-19,Completed,Baku,4.0
PR-2025-07796,2025-10-17,DEP-005,CAT-013,SUP-043,Framework Agreement,6,2003.45,1900.05,2025-10-26,2025-11-26,2025-11-28,Completed,Baku,4.3
PR-2026-07797,2026-06-10,DEP-012,CAT-006,SUP-093,Direct Purchase,71,517.27,548.26,2026-06-29,2026-07-15,2026-07-21,Completed,Baku,4.7
PR-2025-07798,2025-09-22,DEP-011,CAT-016,SUP-083,Open Tender,3,2505.35,2295.24,2025-10-07,2025-11-13,2025-11-01,Completed,Shaki,4.4
PR-2024-07799,2024-06-07,DEP-012,CAT-009,SUP-046,Framework Agreement,29,950.69,835.88,2024-06-16,2024-07-10,2024-07-09,Completed,Baku,4.0
PR-2024-07800,2024-09-11,DEP-012,CAT-008,SUP-070,Open Tender,414,68.48,57.87,2024-10-06,2024-11-09,2024-11-05,Completed,Baku,4.1
PR-2024-07801,2024-04-21,DEP-008,CAT-008,SUP-062,Open Tender,895,140.31,132.82,2024-05-12,2024-06-14,2024-06-19,Completed,Ganja,4.9
PR-2025-07802,2025-09-12,DEP-012,CAT-017,SUP-112,Request for Quotation,27,366.5,335.59,2025-09-15,2025-10-08,2025-10-07,Completed,Baku,3.7
PR-2024-07803,2024-03-02,DEP-004,CAT-019,SUP-005,Open Tender,260,233.03,219.48,2024-03-08,2024-03-23,2024-03-23,Completed,Baku,4.8
PR-2024-07804,2024-09-18,DEP-004,CAT-020,SUP-033,Request for Quotation,483,2.43,2.33,2024-09-26,2024-11-06,2024-11-13,Completed,Baku,5.0
PR-2024-07805,2024-02-24,DEP-004,CAT-006,SUP-040,Open Tender,26,6313.13,5322.89,2024-03-10,2024-03-30,2024-03-27,Completed,Ganja,4.1
PR-2025-07806,2025-03-30,DEP-002,CAT-007,SUP-082,Open Tender,926,3.21,2.97,2025-04-13,2025-04-21,2025-05-02,Completed,Baku,4.9
PR-2024-07807,2024-10-12,DEP-011,CAT-007,SUP-068,Request for Quotation,846,2.59,2.9,2024-10-21,2024-11-01,2024-11-16,Completed,Baku,4.9
PR-2025-07808,2025-10-11,DEP-007,CAT-023,SUP-105,Open Tender,204,42.63,36.8,2025-10-20,2025-11-08,2025-11-27,Completed,Baku,2.5
PR-2024-07809,2024-06-28,DEP-005,CAT-013,SUP-115,Request for Quotation,2,9539.41,9570.68,2024-07-01,2024-08-29,2024-09-03,Completed,Shirvan,3.3
PR-2024-07810,2024-06-05,DEP-004,CAT-012,SUP-039,Request for Quotation,6,5962.43,5709.36,2024-06-28,2024-07-24,2024-07-16,Completed,Baku,4.1
PR-2026-07811,2026-06-11,DEP-005,CAT-016,SUP-056,Request for Quotation,1,3069.98,2800.84,2026-06-17,2026-08-12,2026-08-11,Completed,Sumgayit,4.9
PR-2025-07812,2025-11-11,DEP-012,CAT-003,SUP-107,Open Tender,41,510.11,461.01,2025-11-18,2026-01-10,2026-01-16,Completed,Baku,4.1
PR-2025-07813,2025-04-30,DEP-010,CAT-003,SUP-041,Request for Quotation,30,482.39,512.22,2025-05-14,2025-07-05,2025-07-08,Completed,Shaki,4.8
PR-2025-07814,2025-11-13,DEP-003,CAT-014,SUP-012,Open Tender,9,4466.92,3954.26,2025-11-25,2026-01-14,2026-01-18,Completed,Baku,3.3
PR-2024-07815,2024-05-14,DEP-008,CAT-001,SUP-001,Direct Purchase,69,2799.66,2861.45,2024-06-04,2024-06-23,2024-06-28,Completed,Ganja,4.4
PR-2025-07816,2025-12-17,DEP-005,CAT-012,SUP-030,Open Tender,2,5340.46,4906.28,2025-12-25,2026-02-12,,Cancelled,Baku,
PR-2026-07817,2026-05-27,DEP-012,CAT-007,SUP-064,Framework Agreement,223,15.26,14.29,2026-06-19,2026-08-06,2026-08-08,Completed,Baku,4.7
PR-2025-07818,2025-11-12,DEP-004,CAT-006,SUP-100,Open Tender,46,517.42,472.73,2025-11-27,2025-12-12,2025-12-12,Completed,Baku,4.6
PR-2025-07819,2025-03-05,DEP-002,CAT-024,SUP-109,Request for Quotation,252,173.69,166.72,2025-03-20,2025-04-16,,Pending,Baku,
PR-2026-07820,2026-01-06,DEP-008,CAT-008,SUP-068,Open Tender,71,75.43,67.05,2026-01-10,2026-02-12,2026-02-20,Completed,Absheron,5.0
PR-2025-07821,2025-10-20,DEP-004,CAT-020,SUP-067,Framework Agreement,888,1.73,1.62,2025-10-30,2025-12-08,,In Progress,Sumgayit,
PR-2024-07822,2024-07-13,DEP-007,CAT-021,SUP-058,Framework Agreement,25,350.01,325.86,2024-07-17,2024-08-19,2024-08-21,Completed,Baku,4.5
PR-2024-07823,2024-09-23,DEP-008,CAT-006,SUP-054,Open Tender,37,1148.16,1025.88,2024-10-14,2024-12-12,2024-12-10,Completed,Shaki,3.3
PR-2024-07824,2024-12-11,DEP-011,CAT-016,SUP-074,Open Tender,5,8733.67,9569.29,2025-01-01,2025-02-26,,In Progress,Baku,
PR-2026-07825,2026-06-26,DEP-004,CAT-012,SUP-024,Framework Agreement,9,694.57,648.95,2026-07-08,2026-07-26,2026-08-04,Completed,Baku,4.3
PR-2026-07826,2026-06-06,DEP-005,CAT-011,SUP-011,Open Tender,7,2765.49,2674.57,2026-06-09,2026-07-27,2026-07-18,Completed,Sumgayit,4.8
PR-2026-07827,2026-05-17,DEP-002,CAT-015,SUP-026,Open Tender,3,17494.7,15687.93,2026-06-13,2026-07-29,2026-07-22,Completed,Baku,5.0
PR-2025-07828,2025-09-14,DEP-005,CAT-010,SUP-094,Open Tender,175,116.46,111.84,2025-10-04,2025-12-01,2025-12-10,Completed,Sumgayit,3.9
PR-2025-07829,2025-09-01,DEP-006,CAT-007,SUP-084,Request for Quotation,979,43.63,40.06,2025-09-11,2025-09-21,2025-10-03,Completed,Baku,4.7
PR-2024-07830,2024-09-13,DEP-010,CAT-001,SUP-041,Open Tender,17,2253.09,2455.72,2024-10-06,2024-12-04,2024-12-05,Completed,Baku,4.4
PR-2024-07831,2024-06-25,DEP-004,CAT-017,SUP-060,Open Tender,35,215.67,193.9,2024-07-18,2024-09-03,2024-09-04,Completed,Baku,4.4
PR-2025-07832,2025-12-08,DEP-002,CAT-008,SUP-070,Open Tender,711,60.76,55.91,2025-12-24,2026-01-09,2026-01-01,Completed,Baku,4.3
PR-2024-07833,2024-11-18,DEP-004,CAT-003,SUP-048,Request for Quotation,5,739.39,657.33,2024-12-13,2025-01-28,2025-01-28,Completed,Baku,4.4
PR-2026-07834,2026-06-06,DEP-002,CAT-016,SUP-056,Open Tender,2,6071.12,5523.32,2026-06-19,2026-06-30,2026-07-09,Completed,Baku,4.7
PR-2024-07835,2024-01-26,DEP-008,CAT-012,SUP-113,Direct Purchase,11,589.53,693.79,2024-01-29,2024-03-10,2024-03-24,Completed,Ganja,3.1
PR-2025-07836,2025-08-21,DEP-010,CAT-024,SUP-038,Framework Agreement,176,6.28,5.93,2025-09-15,2025-11-01,2025-11-04,Completed,Baku,4.7
PR-2024-07837,2024-09-13,DEP-004,CAT-004,SUP-118,Open Tender,72,2131.24,1759.22,2024-09-19,2024-10-22,2024-10-30,Completed,Baku,2.3
PR-2026-07838,2026-05-19,DEP-008,CAT-011,SUP-039,Open Tender,10,6262.14,5788.53,2026-06-10,2026-07-25,2026-07-15,Completed,Ganja,4.2
PR-2024-07839,2024-07-28,DEP-003,CAT-017,SUP-060,Open Tender,110,117.54,111.27,2024-08-24,2024-10-18,2024-10-21,Completed,Baku,4.2
PR-2024-07840,2024-06-28,DEP-001,CAT-001,SUP-048,Open Tender,23,1483.04,1358.32,2024-07-10,2024-07-18,2024-07-09,Completed,Sumgayit,4.7
PR-2024-07841,2024-02-04,DEP-004,CAT-005,SUP-025,Request for Quotation,15,199.88,191.23,2024-02-24,2024-04-21,2024-04-26,Completed,Baku,4.6
PR-2024-07842,2024-01-01,DEP-011,CAT-015,SUP-083,Direct Purchase,4,17695.71,17838.42,2024-01-23,2024-02-06,2024-02-07,Completed,Baku,4.0
PR-2026-07843,2026-01-13,DEP-012,CAT-002,SUP-001,Open Tender,35,1463.95,1343.57,2026-02-08,2026-03-04,2026-03-13,Completed,Baku,4.1
PR-2024-07844,2024-08-18,DEP-007,CAT-022,SUP-083,Request for Quotation,39,10987.56,10519.25,2024-09-13,2024-10-07,2024-10-03,Completed,Mingachevir,4.8
PR-2025-07845,2025-08-24,DEP-001,CAT-003,SUP-100,Direct Purchase,23,363.1,384.73,2025-09-15,2025-11-08,2025-11-14,Completed,Baku,4.9
PR-2025-07846,2025-07-16,DEP-005,CAT-007,SUP-070,Direct Purchase,244,6.52,6.62,2025-08-03,2025-09-10,,In Progress,Baku,
PR-2024-07847,2024-06-11,DEP-004,CAT-012,SUP-119,Open Tender,7,2575.19,2986.83,2024-06-24,2024-07-29,2024-07-22,Completed,Lankaran,5.0
PR-2024-07848,2024-06-03,DEP-001,CAT-001,SUP-001,Open Tender,17,3345.44,3027.01,2024-06-05,2024-06-16,2024-06-24,Completed,Baku,4.1
PR-2026-07849,2026-02-18,DEP-009,CAT-023,SUP-105,Open Tender,378,20.57,19.68,2026-03-11,2026-04-02,2026-04-22,Completed,Baku,3.4
PR-2025-07850,2025-01-16,DEP-012,CAT-006,SUP-062,Framework Agreement,28,6945.41,6374.24,2025-01-24,2025-02-10,2025-02-07,Completed,Ganja,4.4
PR-2026-07851,2026-07-14,DEP-002,CAT-016,SUP-080,Framework Agreement,2,22129.78,20872.68,2026-07-31,2026-09-15,2026-09-21,Completed,Baku,4.8
PR-2024-07852,2024-09-25,DEP-002,CAT-015,SUP-063,Open Tender,4,20427.97,17506.94,2024-10-01,2024-11-24,2024-11-26,Completed,Baku,4.8
PR-2025-07853,2025-01-24,DEP-009,CAT-015,SUP-056,Open Tender,3,4908.4,4533.96,2025-02-20,2025-04-08,,In Progress,Baku,
PR-2026-07854,2026-04-17,DEP-003,CAT-008,SUP-070,Open Tender,463,69.53,58.85,2026-04-23,2026-06-08,2026-06-14,Completed,Baku,4.1
PR-2024-07855,2024-12-15,DEP-005,CAT-012,SUP-113,Request for Quotation,12,374.54,325.36,2024-12-19,2025-02-03,2025-02-10,Completed,Baku,2.9
PR-2025-07856,2025-10-02,DEP-005,CAT-012,SUP-034,Open Tender,5,3906.15,3482.85,2025-10-05,2025-11-14,2025-11-20,Completed,Baku,4.3
PR-2026-07857,2026-07-28,DEP-010,CAT-024,SUP-002,Open Tender,370,10.42,9.82,2026-08-24,2026-09-05,2026-09-08,Completed,Baku,4.3
PR-2024-07858,2024-10-07,DEP-008,CAT-004,SUP-062,Direct Purchase,8,4433.85,4800.9,2024-10-19,2024-11-25,,In Progress,Ganja,
PR-2024-07859,2024-10-09,DEP-010,CAT-006,SUP-025,Framework Agreement,34,365.36,341.28,2024-11-05,2024-11-12,2024-11-04,Completed,Baku,4.8
PR-2025-07860,2025-05-27,DEP-007,CAT-023,SUP-085,Open Tender,208,10.24,9.05,2025-06-14,2025-06-27,2025-07-09,Completed,Baku,4.6
PR-2025-07861,2025-01-12,DEP-001,CAT-001,SUP-025,Framework Agreement,16,1693.84,1583.84,2025-01-26,2025-02-21,2025-02-21,Completed,Baku,4.7
PR-2024-07862,2024-11-30,DEP-008,CAT-007,SUP-084,Open Tender,637,15.35,12.8,2024-12-09,2025-01-18,2025-01-11,Completed,Ganja,4.4
PR-2024-07863,2024-04-12,DEP-001,CAT-003,SUP-048,Framework Agreement,62,603.36,556.7,2024-04-21,2024-05-08,2024-05-09,Completed,Baku,4.8
PR-2024-07864,2024-10-27,DEP-008,CAT-011,SUP-011,Open Tender,1,2418.75,2306.68,2024-11-15,2025-01-14,,In Progress,Ganja,
PR-2025-07865,2025-05-06,DEP-010,CAT-018,SUP-088,Open Tender,2,2084.46,1792.11,2025-05-22,2025-06-13,2025-06-20,Completed,Baku,4.5
PR-2025-07866,2025-09-22,DEP-008,CAT-011,SUP-031,Direct Purchase,11,4032.98,3974.38,2025-09-27,2025-11-09,2025-11-17,Completed,Ganja,4.5
PR-2025-07867,2025-01-04,DEP-009,CAT-017,SUP-060,Request for Quotation,5,725.14,709.3,2025-01-12,2025-03-03,2025-02-22,Completed,Baku,3.8
PR-2026-07868,2026-08-26,DEP-002,CAT-007,SUP-070,Direct Purchase,59,13.01,13.32,2026-09-02,2026-09-19,2026-09-18,Completed,Baku,3.9
PR-2024-07869,2024-01-07,DEP-007,CAT-024,SUP-073,Open Tender,480,96.95,112.39,2024-01-29,2024-03-18,2024-03-21,Completed,Ganja,4.8
